n, F
181,-0.00130580290228
182,-0.00131022006208
183,-0.00131465479254
184,-0.0013191071887
185,-0.00132357734543
186,-0.00132806535748
187,-0.00133257131951
188,-0.00133709532605
189,-0.00134163747159
190,-0.00134619785054
191,-0.00135077655725
192,-0.00135537368606
193,-0.00135998933128
194,-0.00136462358721
195,-0.00136927654817
196,-0.00137394830849
197,-0.00137863896252
198,-0.00138334860467
199,-0.00138807732942
200,-0.00139282523128
201,-0.00139759240486
202,-0.00140237894486
203,-0.00140718494606
204,-0.00141201050338
205,-0.00141685571184
206,-0.00142172066657
207,-0.00142660546288
208,-0.00143151019618
209,-0.00143643496208
210,-0.00144137985632
211,-0.00144634497483
212,-0.00145133041372
213,-0.00145633626928
214,-0.00146136263799
215,-0.00146640961657
216,-0.00147147730192
217,-0.00147656579116
218,-0.00148167518165
219,-0.00148680557097
220,-0.00149195705696
221,-0.00149712973768
222,-0.00150232371147
223,-0.00150753907691
224,-0.00151277593285
225,-0.00151803437842
226,-0.00152331451303
227,-0.00152861643636
228,-0.00153394024839
229,-0.0015392860494
230,-0.00154465393997
231,-0.00155004402096
232,-0.00155545639359
233,-0.00156089115936
234,-0.00156634842012
235,-0.00157182827801
236,-0.00157733083555
237,-0.00158285619556
238,-0.00158840446123
239,-0.00159397573608
240,-0.00159957012399
241,-0.00160518772919
242,-0.00161082865629
243,-0.00161649301025
244,-0.0016221808964
245,-0.00162789242046
246,-0.00163362768851
247,-0.00163938680704
248,-0.00164516988289
249,-0.00165097702334
250,-0.00165680833604
251,-0.00166266392902
252,-0.00166854391077
253,-0.00167444839013
254,-0.0016803774764
255,-0.00168633127927
256,-0.00169230990887
257,-0.00169831347572
258,-0.00170434209081
259,-0.00171039586554
260,-0.00171647491175
261,-0.00172257934172
262,-0.00172870926818
263,-0.00173486480429
264,-0.00174104606368
265,-0.00174725316043
266,-0.00175348620908
267,-0.00175974532461
268,-0.0017660306225
269,-0.00177234221867
270,-0.00177868022953
271,-0.00178504477196
272,-0.00179143596333
273,-0.00179785392146
274,-0.0018042987647
275,-0.00181077061185
276,-0.00181726958224
277,-0.00182379579567
278,-0.00183034937245
279,-0.00183693043339
280,-0.00184353909981
281,-0.00185017549354
282,-0.00185683973692
283,-0.00186353195281
284,-0.00187025226459
285,-0.00187700079616
286,-0.00188377767195
287,-0.00189058301692
288,-0.00189741695656
289,-0.0019042796169
290,-0.00191117112451
291,-0.00191809160649
292,-0.00192504119051
293,-0.00193202000477
294,-0.00193902817804
295,-0.00194606583962
296,-0.0019531331194
297,-0.00196023014781
298,-0.00196735705585
299,-0.00197451397511
300,-0.00198170103771
301,-0.00198891837639
302,-0.00199616612444
303,-0.00200344441574
304,-0.00201075338476
305,-0.00201809316655
306,-0.00202546389677
307,-0.00203286571164
308,-0.00204029874802
309,-0.00204776314334
310,-0.00205525903565
311,-0.00206278656359
312,-0.00207034586645
313,-0.00207793708409
314,-0.00208556035701
315,-0.00209321582633
316,-0.0021009036338
317,-0.00210862392178
318,-0.00211637683327
319,-0.00212416251192
320,-0.00213198110198
321,-0.00213983274838
322,-0.00214771759667
323,-0.00215563579305
324,-0.00216358748439
325,-0.00217157281819
326,-0.00217959194262
327,-0.0021876450065
328,-0.00219573215933
329,-0.00220385355127
330,-0.00221200933314
331,-0.00222019965645
332,-0.00222842467338
333,-0.00223668453679
334,-0.00224497940023
335,-0.00225330941794
336,-0.00226167474484
337,-0.00227007553655
338,-0.00227851194939
339,-0.00228698414037
340,-0.00229549226724
341,-0.00230403648841
342,-0.00231261696303
343,-0.00232123385097
344,-0.0023298873128
345,-0.00233857750983
346,-0.00234730460409
347,-0.00235606875833
348,-0.00236487013604
349,-0.00237370890146
350,-0.00238258521955
351,-0.00239149925602
352,-0.00240045117733
353,-0.00240944115069
354,-0.00241846934407
355,-0.0024275359262
356,-0.00243664106655
357,-0.00244578493538
358,-0.0024549677037
359,-0.00246418954332
360,-0.00247345062681
361,-0.0024827511275
362,-0.00249209121955
363,-0.00250147107787
364,-0.00251089087817
365,-0.00252035079697
366,-0.00252985101158
367,-0.0025393917001
368,-0.00254897304147
369,-0.00255859521541
370,-0.00256825840246
371,-0.00257796278398
372,-0.00258770854217
373,-0.00259749586004
374,-0.00260732492143
375,-0.00261719591101
376,-0.0026271090143
377,-0.00263706441766
378,-0.00264706230829
379,-0.00265710287424
380,-0.00266718630443
381,-0.0026773127886
382,-0.0026874825174
383,-0.00269769568231
384,-0.00270795247569
385,-0.0027182530908
386,-0.00272859772173
387,-0.00273898656349
388,-0.00274941981198
389,-0.00275989766395
390,-0.00277042031709
391,-0.00278098796996
392,-0.00279160082204
393,-0.00280225907371
394,-0.00281296292627
395,-0.00282371258192
396,-0.00283450824381
397,-0.00284535011597
398,-0.0028562384034
399,-0.00286717331202
400,-0.00287815504868
401,-0.00288918382118
402,-0.00290025983828
403,-0.00291138330965
404,-0.00292255444596
405,-0.00293377345883
406,-0.00294504056082
407,-0.00295635596548
408,-0.00296771988733
409,-0.00297913254187
410,-0.00299059414558
411,-0.00300210491593
412,-0.00301366507138
413,-0.00302527483138
414,-0.00303693441639
415,-0.00304864404788
416,-0.00306040394831
417,-0.00307221434117
418,-0.00308407545098
419,-0.00309598750327
420,-0.00310795072459
421,-0.00311996534256
422,-0.00313203158579
423,-0.00314414968397
424,-0.00315631986784
425,-0.00316854236917
426,-0.0031808174208
427,-0.00319314525664
428,-0.00320552611165
429,-0.0032179602219
430,-0.00323044782449
431,-0.00324298915763
432,-0.00325558446063
433,-0.00326823397387
434,-0.00328093793884
435,-0.00329369659813
436,-0.00330651019544
437,-0.00331937897559
438,-0.0033323031845
439,-0.00334528306924
440,-0.00335831887799
441,-0.00337141086007
442,-0.00338455926595
443,-0.00339776434723
444,-0.00341102635666
445,-0.00342434554818
446,-0.00343772217683
447,-0.00345115649888
448,-0.00346464877173
449,-0.00347819925397
450,-0.00349180820538
451,-0.00350547588691
452,-0.00351920256074
453,-0.00353298849021
454,-0.00354683393988
455,-0.00356073917553
456,-0.00357470446414
457,-0.00358873007393
458,-0.00360281627433
459,-0.00361696333601
460,-0.00363117153089
461,-0.00364544113212
462,-0.0036597724141
463,-0.0036741656525
464,-0.00368862112425
465,-0.00370313910752
466,-0.0037177198818
467,-0.00373236372783
468,-0.00374707092763
469,-0.00376184176454
470,-0.00377667652317
471,-0.00379157548945
472,-0.00380653895061
473,-0.00382156719521
474,-0.00383666051311
475,-0.00385181919553
476,-0.00386704353498
477,-0.00388233382536
478,-0.00389769036187
479,-0.00391311344111
480,-0.00392860336099
481,-0.00394416042082
482,-0.00395978492127
483,-0.00397547716439
484,-0.00399123745362
485,-0.00400706609377
486,-0.00402296339108
487,-0.00403892965316
488,-0.00405496518906
489,-0.00407107030923
490,-0.00408724532554
491,-0.00410349055131
492,-0.00411980630127
493,-0.00413619289161
494,-0.00415265063997
495,-0.00416917986544
496,-0.00418578088859
497,-0.00420245403144
498,-0.00421919961748
499,-0.00423601797173
500,-0.00425290942064
501,-0.0042698742922
502,-0.0042869129159
503,-0.00430402562272
504,-0.00432121274517
505,-0.00433847461731
506,-0.00435581157469
507,-0.00437322395443
508,-0.00439071209518
509,-0.00440827633716
510,-0.00442591702214
511,-0.00444363449347
512,-0.00446142909606
513,-0.0044793011764
514,-0.00449725108261
515,-0.00451527916435
516,-0.00453338577293
517,-0.00455157126126
518,-0.00456983598386
519,-0.0045881802969
520,-0.00460660455815
521,-0.00462510912705
522,-0.0046436943647
523,-0.00466236063382
524,-0.00468110829884
525,-0.00469993772582
526,-0.00471884928254
527,-0.00473784333845
528,-0.00475692026469
529,-0.00477608043412
530,-0.0047953242213
531,-0.00481465200253
532,-0.00483406415582
533,-0.00485356106091
534,-0.00487314309932
535,-0.00489281065428
536,-0.00491256411081
537,-0.00493240385568
538,-0.00495233027747
539,-0.00497234376649
540,-0.00499244471491
541,-0.00501263351664
542,-0.00503291056744
543,-0.00505327626488
544,-0.00507373100835
545,-0.00509427519909
546,-0.00511490924016
547,-0.00513563353649
548,-0.00515644849488
549,-0.00517735452398
550,-0.00519835203433
551,-0.00521944143835
552,-0.00524062315037
553,-0.0052618975866
554,-0.00528326516519
555,-0.00530472630621
556,-0.00532628143164
557,-0.00534793096542
558,-0.00536967533343
559,-0.00539151496351
560,-0.00541345028548
561,-0.00543548173112
562,-0.0054576097342
563,-0.00547983473049
564,-0.00550215715776
565,-0.0055245774558
566,-0.00554709606641
567,-0.00556971343343
568,-0.00559243000275
569,-0.0056152462223
570,-0.00563816254208
571,-0.00566117941414
572,-0.00568429729264
573,-0.0057075166338
574,-0.00573083789596
575,-0.00575426153956
576,-0.00577778802716
577,-0.00580141782346
578,-0.00582515139527
579,-0.00584898921158
580,-0.00587293174352
581,-0.00589697946438
582,-0.00592113284966
583,-0.00594539237703
584,-0.00596975852634
585,-0.00599423177967
586,-0.00601881262133
587,-0.00604350153783
588,-0.00606829901795
589,-0.00609320555269
590,-0.00611822163533
591,-0.00614334776142
592,-0.00616858442878
593,-0.00619393213753
594,-0.00621939139011
595,-0.00624496269123
596,-0.00627064654797
597,-0.00629644346971
598,-0.00632235396819
599,-0.00634837855752
600,-0.00637451775416
601,-0.00640077207694
602,-0.00642714204711
603,-0.00645362818829
604,-0.00648023102653
605,-0.0065069510903
606,-0.00653378891049
607,-0.00656074502046
608,-0.006587819956
609,-0.0066150142554
610,-0.00664232845939
611,-0.00666976311123
612,-0.00669731875665
613,-0.00672499594392
614,-0.00675279522382
615,-0.00678071714967
616,-0.00680876227734
617,-0.00683693116528
618,-0.00686522437447
619,-0.00689364246852
620,-0.00692218601361
621,-0.00695085557854
622,-0.00697965173473
623,-0.00700857505622
624,-0.00703762611972
625,-0.00706680550457
626,-0.0070961137928
627,-0.00712555156912
628,-0.00715511942093
629,-0.00718481793834
630,-0.00721464771417
631,-0.00724460934399
632,-0.0072747034261
633,-0.00730493056157
634,-0.00733529135422
635,-0.00736578641069
636,-0.00739641634038
637,-0.00742718175551
638,-0.00745808327113
639,-0.00748912150513
640,-0.00752029707823
641,-0.00755161061402
642,-0.00758306273898
643,-0.00761465408245
644,-0.00764638527669
645,-0.00767825695688
646,-0.00771026976112
647,-0.00774242433044
648,-0.00777472130885
649,-0.00780716134332
650,-0.00783974508379
651,-0.00787247318322
652,-0.00790534629757
653,-0.00793836508582
654,-0.00797153021
655,-0.00800484233518
656,-0.00803830212951
657,-0.00807191026421
658,-0.00810566741361
659,-0.00813957425513
660,-0.00817363146934
661,-0.00820783973993
662,-0.00824219975375
663,-0.00827671220082
664,-0.00831137777433
665,-0.00834619717068
666,-0.00838117108949
667,-0.00841630023359
668,-0.00845158530906
669,-0.00848702702524
670,-0.00852262609473
671,-0.00855838323343
672,-0.00859429916054
673,-0.00863037459858
674,-0.0086666102734
675,-0.0087030069142
676,-0.00873956525354
677,-0.00877628602736
678,-0.008813169975
679,-0.00885021783922
680,-0.00888743036619
681,-0.00892480830553
682,-0.00896235241032
683,-0.00900006343711
684,-0.00903794214596
685,-0.0090759893004
686,-0.00911420566752
687,-0.00915259201793
688,-0.0091911491258
689,-0.00922987776888
690,-0.00926877872849
691,-0.00930785278959
692,-0.00934710074072
693,-0.00938652337409
694,-0.00942612148555
695,-0.00946589587464
696,-0.00950584734456
697,-0.00954597670226
698,-0.00958628475837
699,-0.00962677232729
700,-0.00966744022717
701,-0.00970828927993
702,-0.00974932031129
703,-0.00979053415079
704,-0.00983193163179
705,-0.00987351359148
706,-0.00991528087095
707,-0.00995723431514
708,-0.0099993747729
709,-0.010041703097
710,-0.0100842201442
711,-0.010126926775
712,-0.0101698238543
713,-0.0102129122505
714,-0.0102561928363
715,-0.0102996664883
716,-0.0103433340874
717,-0.0103871965182
718,-0.0104312546696
719,-0.0104755094346
720,-0.0105199617103
721,-0.0105646123978
722,-0.0106094624026
723,-0.0106545126343
724,-0.0106997640065
725,-0.0107452174374
726,-0.010790873849
727,-0.010836734168
728,-0.010882799325
729,-0.010929070255
730,-0.0109755478976
731,-0.0110222331963
732,-0.0110691270992
733,-0.0111162305588
734,-0.0111635445319
735,-0.0112110699798
736,-0.0112588078681
737,-0.011306759167
738,-0.0113549248512
739,-0.0114033058997
740,-0.0114519032962
741,-0.0115007180289
742,-0.0115497510905
743,-0.0115990034784
744,-0.0116484761946
745,-0.0116981702455
746,-0.0117480866424
747,-0.0117982264012
748,-0.0118485905424
749,-0.0118991800914
750,-0.0119499960781
751,-0.0120010395373
752,-0.0120523115086
753,-0.0121038130363
754,-0.0121555451696
755,-0.0122075089624
756,-0.0122597054738
757,-0.0123121357674
758,-0.0123648009119
759,-0.0124177019809
760,-0.012470840053
761,-0.0125242162118
762,-0.0125778315458
763,-0.0126316871486
764,-0.0126857841187
765,-0.01274012356
766,-0.0127947065811
767,-0.012849534296
768,-0.0129046078238
769,-0.0129599282887
770,-0.01301549682
771,-0.0130713145525
772,-0.0131273826259
773,-0.0131837021854
774,-0.0132402743814
775,-0.0132971003696
776,-0.013354181311
777,-0.0134115183722
778,-0.0134691127248
779,-0.0135269655462
780,-0.0135850780188
781,-0.0136434513309
782,-0.013702086676
783,-0.0137609852532
784,-0.0138201482672
785,-0.0138795769281
786,-0.0139392724517
787,-0.0139992360594
788,-0.0140594689782
789,-0.0141199724409
790,-0.0141807476857
791,-0.0142417959568
792,-0.0143031185041
793,-0.014364716583
794,-0.0144265914551
795,-0.0144887443876
796,-0.0145511766534
797,-0.0146138895317
798,-0.0146768843071
799,-0.0147401622706
800,-0.0148037247187
801,-0.0148675729544
802,-0.0149317082862
803,-0.0149961320289
804,-0.0150608455034
805,-0.0151258500367
806,-0.0151911469617
807,-0.0152567376178
808,-0.0153226233501
809,-0.0153888055105
810,-0.0154552854566
811,-0.0155220645527
812,-0.015589144169
813,-0.0156565256823
814,-0.0157242104757
815,-0.0157921999386
816,-0.0158604954668
817,-0.0159290984627
818,-0.0159980103351
819,-0.0160672324991
820,-0.0161367663766
821,-0.0162066133959
822,-0.016276774992
823,-0.0163472526065
824,-0.0164180476875
825,-0.0164891616899
826,-0.0165605960754
827,-0.0166323523122
828,-0.0167044318756
829,-0.0167768362473
830,-0.0168495669163
831,-0.016922625378
832,-0.016996013135
833,-0.0170697316967
834,-0.0171437825796
835,-0.0172181673071
836,-0.0172928874095
837,-0.0173679444244
838,-0.0174433398963
839,-0.017519075377
840,-0.0175951524252
841,-0.017671572607
842,-0.0177483374956
843,-0.0178254486716
844,-0.0179029077228
845,-0.0179807162443
846,-0.0180588758385
847,-0.0181373881152
848,-0.0182162546919
849,-0.0182954771931
850,-0.0183750572512
851,-0.0184549965058
852,-0.0185352966042
853,-0.0186159592014
854,-0.0186969859599
855,-0.0187783785498
856,-0.018860138649
857,-0.0189422679431
858,-0.0190247681256
859,-0.0191076408975
860,-0.0191908879678
861,-0.0192745110536
862,-0.0193585118796
863,-0.0194428921784
864,-0.019527653691
865,-0.0196127981659
866,-0.01969832736
867,-0.0197842430383
868,-0.0198705469736
869,-0.0199572409473
870,-0.0200443267486
871,-0.0201318061753
872,-0.0202196810333
873,-0.0203079531368
874,-0.0203966243083
875,-0.0204856963789
876,-0.0205751711879
877,-0.0206650505832
878,-0.0207553364213
879,-0.0208460305671
880,-0.020937134894
881,-0.0210286512842
882,-0.0211205816285
883,-0.0212129278264
884,-0.0213056917862
885,-0.0213988754249
886,-0.0214924806684
887,-0.0215865094513
888,-0.0216809637173
889,-0.0217758454191
890,-0.021871156518
891,-0.0219668989847
892,-0.0220630747988
893,-0.0221596859492
894,-0.0222567344336
895,-0.0223542222591
896,-0.0224521514422
897,-0.0225505240083
898,-0.0226493419925
899,-0.0227486074389
900,-0.0228483224012
901,-0.0229484889426
902,-0.0230491091356
903,-0.0231501850624
904,-0.0232517188147
905,-0.0233537124938
906,-0.0234561682106
907,-0.023559088086
908,-0.0236624742502
909,-0.0237663288436
910,-0.0238706540161
911,-0.0239754519278
912,-0.0240807247484
913,-0.0241864746579
914,-0.024292703846
915,-0.0243994145128
916,-0.0245066088682
917,-0.0246142891323
918,-0.0247224575357
919,-0.0248311163188
920,-0.0249402677326
921,-0.0250499140384
922,-0.0251600575077
923,-0.0252707004227
924,-0.0253818450758
925,-0.0254934937702
926,-0.0256056488195
927,-0.0257183125479
928,-0.0258314872904
929,-0.0259451753926
930,-0.026059379211
931,-0.0261741011127
932,-0.0262893434759
933,-0.0264051086895
934,-0.0265213991536
935,-0.0266382172791
936,-0.026755565488
937,-0.0268734462135
938,-0.0269918619
939,-0.0271108150028
940,-0.0272303079888
941,-0.0273503433362
942,-0.0274709235343
943,-0.027592051084
944,-0.0277137284976
945,-0.0278359582991
946,-0.0279587430238
947,-0.0280820852188
948,-0.0282059874428
949,-0.0283304522662
950,-0.0284554822713
951,-0.0285810800521
952,-0.0287072482145
953,-0.0288339893765
954,-0.0289613061678
955,-0.0290892012305
956,-0.0292176772185
957,-0.029346736798
958,-0.0294763826473
959,-0.0296066174572
960,-0.0297374439305
961,-0.0298688647826
962,-0.0300008827413
963,-0.0301335005468
964,-0.0302667209518
965,-0.0304005467219
966,-0.0305349806349
967,-0.0306700254817
968,-0.0308056840658
969,-0.0309419592035
970,-0.031078853724
971,-0.0312163704695
972,-0.0313545122951
973,-0.0314932820691
974,-0.0316326826728
975,-0.0317727170007
976,-0.0319133879604
977,-0.0320546984731
978,-0.032196651473
979,-0.032339249908
980,-0.0324824967393
981,-0.0326263949417
982,-0.0327709475035
983,-0.0329161574268
984,-0.0330620277272
985,-0.0332085614343
986,-0.0333557615913
987,-0.0335036312556
988,-0.0336521734983
989,-0.0338013914045
990,-0.0339512880736
991,-0.034101866619
992,-0.0342531301683
993,-0.0344050818633
994,-0.0345577248605
995,-0.0347110623302
996,-0.0348650974577
997,-0.0350198334426
998,-0.0351752734991
999,-0.0353314208559
1000,-0.0354882787567
1001,-0.0356458504599
1002,-0.0358041392387
1003,-0.0359631483811
1004,-0.0361228811903
1005,-0.0362833409845
1006,-0.0364445310969
1007,-0.0366064548759
1008,-0.0367691156854
1009,-0.0369325169042
1010,-0.0370966619268
1011,-0.037261554163
1012,-0.0374271970383
1013,-0.0375935939935
1014,-0.0377607484854
1015,-0.0379286639862
1016,-0.0380973439841
1017,-0.0382667919831
1018,-0.0384370115032
1019,-0.0386080060803
1020,-0.0387797792664
1021,-0.0389523346298
1022,-0.0391256757547
1023,-0.039299806242
1024,-0.0394747297086
1025,-0.0396504497881
1026,-0.0398269701304
1027,-0.0400042944022
1028,-0.0401824262865
1029,-0.0403613694834
1030,-0.0405411277097
1031,-0.0407217046988
1032,-0.0409031042015
1033,-0.0410853299853
1034,-0.0412683858348
1035,-0.0414522755519
1036,-0.0416370029557
1037,-0.0418225718826
1038,-0.0420089861865
1039,-0.0421962497386
1040,-0.0423843664278
1041,-0.0425733401604
1042,-0.0427631748607
1043,-0.0429538744707
1044,-0.0431454429501
1045,-0.0433378842766
1046,-0.0435312024461
1047,-0.0437254014723
1048,-0.0439204853873
1049,-0.0441164582414
1050,-0.0443133241031
1051,-0.0445110870595
1052,-0.0447097512161
1053,-0.0449093206969
1054,-0.0451097996447
1055,-0.0453111922209
1056,-0.0455135026058
1057,-0.0457167349986
1058,-0.0459208936175
1059,-0.0461259826995
1060,-0.0463320065012
1061,-0.046538969298
1062,-0.0467468753849
1063,-0.0469557290761
1064,-0.0471655347055
1065,-0.0473762966263
1066,-0.0475880192115
1067,-0.0478007068538
1068,-0.0480143639658
1069,-0.0482289949798
1070,-0.0484446043483
1071,-0.0486611965437
1072,-0.0488787760588
1073,-0.0490973474064
1074,-0.0493169151197
1075,-0.0495374837524
1076,-0.0497590578787
1077,-0.0499816420933
1078,-0.0502052410118
1079,-0.0504298592703
1080,-0.0506555015259
1081,-0.0508821724567
1082,-0.0511098767619
1083,-0.0513386191616
1084,-0.0515684043973
1085,-0.0517992372319
1086,-0.0520311224495
1087,-0.0522640648559
1088,-0.0524980692783
1089,-0.0527331405657
1090,-0.0529692835889
1091,-0.0532065032406
1092,-0.0534448044352
1093,-0.0536841921096
1094,-0.0539246712225
1095,-0.054166246755
1096,-0.0544089237105
1097,-0.0546527071148
1098,-0.0548976020164
1099,-0.0551436134863
1100,-0.0553907466181
1101,-0.0556390065285
1102,-0.055888398357
1103,-0.056138927266
1104,-0.0563905984412
1105,-0.0566434170914
1106,-0.0568973884487
1107,-0.0571525177688
1108,-0.0574088103307
1109,-0.057666271437
1110,-0.0579249064142
1111,-0.0581847206125
1112,-0.0584457194059
1113,-0.0587079081926
1114,-0.0589712923948
1115,-0.059235877459
1116,-0.0595016688559
1117,-0.0597686720807
1118,-0.0600368926532
1119,-0.0603063361176
1120,-0.0605770080431
1121,-0.0608489140235
1122,-0.0611220596777
1123,-0.0613964506495
1124,-0.0616720926079
1125,-0.0619489912473
1126,-0.0622271522873
1127,-0.062506581473
1128,-0.062787284575
1129,-0.0630692673897
1130,-0.0633525357393
1131,-0.0636370954717
1132,-0.0639229524611
1133,-0.0642101126075
1134,-0.0644985818374
1135,-0.0647883661033
1136,-0.0650794713845
1137,-0.0653719036866
1138,-0.065665669042
1139,-0.0659607735097
1140,-0.0662572231758
1141,-0.0665550241532
1142,-0.0668541825821
1143,-0.0671547046296
1144,-0.0674565964905
1145,-0.0677598643868
1146,-0.0680645145682
1147,-0.0683705533118
1148,-0.068677986923
1149,-0.0689868217345
1150,-0.0692970641074
1151,-0.0696087204308
1152,-0.0699217971221
1153,-0.070236300627
1154,-0.0705522374198
1155,-0.0708696140031
1156,-0.0711884369086
1157,-0.0715087126966
1158,-0.0718304479563
1159,-0.0721536493062
1160,-0.0724783233937
1161,-0.0728044768957
1162,-0.0731321165185
1163,-0.0734612489979
1164,-0.0737918810994
1165,-0.0741240196183
1166,-0.0744576713797
1167,-0.0747928432389
1168,-0.0751295420811
1169,-0.0754677748221
1170,-0.0758075484079
1171,-0.076148869815
1172,-0.0764917460505
1173,-0.0768361841526
1174,-0.07718219119
1175,-0.0775297742626
1176,-0.0778789405014
1177,-0.0782296970687
1178,-0.0785820511583
1179,-0.0789360099952
1180,-0.0792915808363
1181,-0.0796487709703
1182,-0.0800075877177
1183,-0.080368038431
1184,-0.080730130495
1185,-0.0810938713267
1186,-0.0814592683755
1187,-0.0818263291234
1188,-0.082195061085
1189,-0.0825654718078
1190,-0.0829375688722
1191,-0.0833113598917
1192,-0.0836868525129
1193,-0.0840640544159
1194,-0.084442973314
1195,-0.0848236169545
1196,-0.0852059931181
1197,-0.0855901096194
1198,-0.0859759743072
1199,-0.0863635950643
1200,-0.0867529798077
1201,-0.0871441364889
1202,-0.087537073094
1203,-0.0879317976436
1204,-0.0883283181934
1205,-0.0887266428337
1206,-0.0891267796901
1207,-0.0895287369234
1208,-0.0899325227298
1209,-0.0903381453408
1210,-0.0907456130239
1211,-0.091154934082
1212,-0.0915661168541
1213,-0.0919791697154
1214,-0.092394101077
1215,-0.0928109193866
1216,-0.0932296331283
1217,-0.0936502508226
1218,-0.0940727810272
1219,-0.0944972323364
1220,-0.0949236133815
1221,-0.0953519328314
1222,-0.0957821993918
1223,-0.0962144218063
1224,-0.0966486088559
1225,-0.0970847693595
1226,-0.0975229121738
1227,-0.0979630461937
1228,-0.0984051803521
1229,-0.0988493236206
1230,-0.0992954850089
1231,-0.0997436735656
1232,-0.100193898378
1233,-0.100646168572
1234,-0.101100493314
1235,-0.101556881808
1236,-0.102015343298
1237,-0.102475887067
1238,-0.10293852244
1239,-0.103403258777
1240,-0.103870105484
1241,-0.104339072003
1242,-0.104810167818
1243,-0.105283402452
1244,-0.10575878547
1245,-0.106236326477
1246,-0.10671603512
1247,-0.107197921085
1248,-0.107681994102
1249,-0.108168263939
1250,-0.108656740409
1251,-0.109147433364
1252,-0.109640352699
1253,-0.11013550835
1254,-0.110632910298
1255,-0.111132568562
1256,-0.111634493207
